id,mode,status,correctness,citation_precision,citation_faithfulness,citation_recall,evidence_citation_coverage,recall_at_k,answerable,abstained,abstention_correct,tool_accuracy,agent_steps,tool_calls,tokens,latency_ms,reranker_latency_ms,retrieval_rounds,rewrite_attempts,rewrite_successes,rewrite_quality_gain,retrieval_context_tokens,estimated_cost_usd
q25,naive,completed,0.9333333333333333,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,179,38.21106699979282,0.003299000127299223,1,0,0,0,231,0.0
q26,naive,completed,0.6285714285714286,1.0,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,True,False,1.0,1.0,5,1,203,38.42143200017745,0.0029470002118614502,1,0,0,0,245,0.0
q27,naive,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,223,40.13639300046634,0.0034209997465950437,1,0,0,0,260,0.0
q28,naive,completed,0.9090909090909091,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,222,38.82765100024699,0.003250000190746505,1,0,0,0,265,0.0
q29,naive,completed,0.9523809523809523,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,199,38.42534900013561,0.003473000106168911,1,0,0,0,244,0.0
q30,naive,completed,0.7142857142857143,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,211,39.847621000262734,0.0035780003599938937,1,0,0,0,254,0.0
q31,naive,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,210,38.03503500057559,0.0033340002119075507,1,0,0,0,242,0.0
q32,naive,completed,0.7368421052631579,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,258,40.891423000175564,0.0031500003387918696,1,0,0,0,285,0.0
q33,naive,completed,0.9655172413793104,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,209,37.59168499982479,0.0029929997253930196,1,0,0,0,235,0.0
q34,naive,completed,0.64,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,221,39.85362800085568,0.0032429998100269586,1,0,0,0,252,0.0
q35,naive,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,183,38.455788999272045,0.003160000233037863,1,0,0,0,208,0.0
q36,naive,completed,0.9642857142857143,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,212,38.224236000132805,0.003380000634933822,1,0,0,0,253,0.0
q37,naive,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,5,1,232,39.58278500067536,0.0030800001695752144,1,0,0,0,246,0.0
q38,naive,completed,0.5833333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,237,38.11307500018302,0.0030990004233899526,1,0,0,0,274,0.0
q39,naive,completed,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,244,37.873969999964174,0.003282999387010932,1,0,0,0,280,0.0
q40,naive,completed,0.8529411764705882,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,237,40.30494900052872,0.003962999471696094,1,0,0,0,250,0.0
q41,naive,completed,0.6904761904761905,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,236,40.63382599997567,0.0031110002964851446,1,0,0,0,256,0.0
q42,naive,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,226,38.3374860002732,0.0035410002965363674,1,0,0,0,265,0.0
q43,naive,completed,0.9285714285714286,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,229,38.78694600007293,0.003355999979248736,1,0,0,0,258,0.0
q44,naive,completed,0.5384615384615384,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,5,1,214,40.82558100071765,0.003205000211892184,1,0,0,0,232,0.0
q45,naive,completed,0.9433962264150944,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,5,1,208,42.349424000349245,0.0035589991966844536,1,0,0,0,255,0.0
q46,naive,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,5,1,212,40.855322000425076,0.003717000254255254,1,0,0,0,222,0.0
q47,naive,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,5,1,164,37.40805899997213,0.0034580007195472717,1,0,0,0,192,0.0
q48,naive,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,5,1,226,39.786174000255414,0.003908000508090481,1,0,0,0,236,0.0
q49,naive,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,5,1,200,39.37185799986764,0.003244000254198909,1,0,0,0,227,0.0
q50,naive,completed,1.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,True,1.0,1.0,5,1,170,38.68316199987021,0.003371000275365077,1,0,0,0,216,0.0
q01,fixed_retrieval,completed,0.95,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,221,66.1200739996275,0.19312499989609933,2,1,1,-2.7755575615628914e-17,244,0.0
q02,fixed_retrieval,completed,0.8431372549019608,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,207,67.79392899989034,0.006936000318091828,2,1,1,0.0,223,0.0
q03,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,209,65.60419000015827,0.0069449997681658715,2,1,1,0.0,233,0.0
q04,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,199,65.59805599954416,0.006682000275759492,2,1,1,0.0,242,0.0
q05,fixed_retrieval,completed,0.925,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,244,67.94128099954833,0.006646000656473916,2,1,1,0.0,262,0.0
q06,fixed_retrieval,completed,0.9615384615384616,1.0,1.0,0.5,0.8333333333333334,0.5,True,True,0.0,1.0,8,6,188,66.02159200065216,0.006714999472023919,2,1,1,-2.7755575615628914e-17,228,0.0
q07,fixed_retrieval,completed,0.9591836734693877,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,8,6,205,67.19511099981901,0.006846999895060435,2,1,1,-2.7755575615628914e-17,242,0.0
q08,fixed_retrieval,completed,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,170,65.31087799976376,0.0067969995143357664,2,1,1,0.0,202,0.0
q09,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,170,64.66297899987694,0.006452999514294788,2,1,1,0.0,218,0.0
q10,fixed_retrieval,completed,0.7916666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,4,206,64.40168500012078,0.006551999831572175,2,1,1,0.0,247,0.0
q11,fixed_retrieval,completed,0.8627450980392157,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,216,66.77297500027635,0.007079001079546288,2,1,1,0.0,233,0.0
q12,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,190,65.3569760006576,0.0064209998527076095,2,1,1,0.0,209,0.0
q13,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,241,69.14998100000957,0.0076480009738588706,2,1,1,0.0,249,0.0
q14,fixed_retrieval,completed,0.65625,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,8,6,205,65.99913599984575,0.006396000571839977,2,1,1,-0.033499999999999974,228,0.0
q15,fixed_retrieval,completed,0.6153846153846154,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,200,67.36600699969131,0.006749999556632247,2,1,1,0.0,225,0.0
q16,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,204,65.7544149999012,0.0059750000218627974,2,1,0,0.0,240,0.0
q17,fixed_retrieval,completed,0.9655172413793104,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,171,64.83178100006626,0.006250999831536319,2,1,1,0.0,221,0.0
q18,fixed_retrieval,completed,0.9743589743589743,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,208,66.14927600003284,0.006390000635292381,2,1,1,0.0,227,0.0
q19,fixed_retrieval,completed,0.851063829787234,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,182,64.26182199993491,0.0063479992604698054,2,1,1,0.0,212,0.0
q20,fixed_retrieval,completed,0.8620689655172413,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,209,65.88745000044582,0.006793000466132071,2,1,1,0.0,245,0.0
q21,fixed_retrieval,completed,0.9629629629629629,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,192,67.21160399956716,0.007103999450919218,2,1,1,0.0,225,0.0
q22,fixed_retrieval,completed,0.9117647058823529,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,210,67.91594700007408,0.007055000423861202,2,1,1,2.7755575615628914e-17,252,0.0
q23,fixed_retrieval,completed,0.36,1.0,1.0,0.0,0.8333333333333334,0.0,True,False,1.0,1.0,8,6,232,65.52728399947227,0.0065589993027970195,2,1,0,-6.938893903907228e-18,257,0.0
q24,fixed_retrieval,completed,0.775,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,217,66.22038300065469,0.0066020002122968435,2,1,1,0.0,242,0.0
q25,fixed_retrieval,completed,0.9333333333333333,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,4,179,60.43347000013455,0.0063329989643534645,2,1,0,1.3877787807814457e-17,231,0.0
q26,fixed_retrieval,completed,0.6285714285714286,1.0,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,True,False,1.0,1.0,8,4,203,62.36334700042789,0.006678000318061095,2,1,1,0.0,245,0.0
q27,fixed_retrieval,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,223,66.93612199978816,0.006864999704703223,2,1,1,2.7755575615628914e-17,260,0.0
q28,fixed_retrieval,completed,0.9090909090909091,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,212,65.504126999258,0.007459000698872842,2,1,1,2.7755575615628914e-17,254,0.0
q29,fixed_retrieval,completed,0.9523809523809523,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,208,65.9332129998802,0.006302000656432938,2,1,1,0.0,257,0.0
q30,fixed_retrieval,completed,0.7142857142857143,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,211,66.44117700034258,0.006985000254644547,2,1,1,0.0,254,0.0
q31,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,210,66.55214100010198,0.006383000254572835,2,1,1,-2.7755575615628914e-17,242,0.0
q32,fixed_retrieval,completed,0.7368421052631579,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,258,68.32379099978425,0.007090999133652076,2,1,1,0.0,285,0.0
q33,fixed_retrieval,completed,0.9655172413793104,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,209,66.49584400020103,0.006569001016032416,2,1,1,0.0,235,0.0
q34,fixed_retrieval,completed,0.64,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,221,67.37331000022095,0.0067219998527434655,2,1,1,2.7755575615628914e-17,252,0.0
q35,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,189,64.41089600048144,0.006387999746948481,2,1,1,2.7755575615628914e-17,208,0.0
q36,fixed_retrieval,completed,0.9642857142857143,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,212,65.7163079995371,0.006508000296889804,2,1,0,0.0,253,0.0
q37,fixed_retrieval,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,232,72.3274809997747,0.01240900019183755,2,1,1,0.0,246,0.0
q38,fixed_retrieval,completed,0.5833333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,237,74.4914749993768,0.007789999472151976,2,1,1,0.0,274,0.0
q39,fixed_retrieval,completed,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,244,79.47415199942043,0.008432000868197065,2,1,1,0.0,280,0.0
q40,fixed_retrieval,completed,0.8529411764705882,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,239,73.83218100039812,0.008879999768396374,2,1,0,0.0,250,0.0
q41,fixed_retrieval,completed,0.6904761904761905,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,240,72.01422399975854,0.008529998922313098,2,1,1,2.7755575615628914e-17,273,0.0
q42,fixed_retrieval,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,4,219,66.33704800060514,0.00772400017012842,2,1,1,0.0,265,0.0
q43,fixed_retrieval,completed,0.9285714285714286,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,229,73.4823230004622,0.00743000055081211,2,1,0,0.0,258,0.0
q44,fixed_retrieval,completed,0.5384615384615384,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,8,6,214,66.13846500022191,0.006728000698785763,2,1,1,-2.7755575615628914e-17,232,0.0
q45,fixed_retrieval,completed,0.9433962264150944,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,8,6,208,67.37447500017879,0.007329000254685525,2,1,1,0.0,255,0.0
q46,fixed_retrieval,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,8,6,212,66.54380200052401,0.0064899995777523145,2,1,0,0.0,222,0.0
q47,fixed_retrieval,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,8,6,183,65.81993599957059,0.006912000571901444,2,1,0,0.0,208,0.0
q48,fixed_retrieval,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,8,6,226,66.9308419992376,0.006876999577798415,2,1,0,0.0,236,0.0
q49,fixed_retrieval,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,8,6,211,66.96130999989691,0.006850999852758832,2,1,0,0.0,247,0.0
q50,fixed_retrieval,completed,0.0,1.0,1.0,0.0,0.8333333333333334,0.0,False,False,0.0,1.0,8,6,170,65.78419800007396,0.006493999535450712,2,1,0,0.0,216,0.0
q01,agentic,completed,0.95,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,221,44.07963999983622,0.0029889997676946223,1,0,0,0,244,0.0
q02,agentic,completed,0.8431372549019608,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,227,45.66604899991944,0.003166000169585459,1,0,0,0,243,0.0
q03,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,217,45.41942600008042,0.0028989998099859804,1,0,0,0,251,0.0
q04,agentic,completed,0.18181818181818182,1.0,1.0,0.0,0.8333333333333334,0.0,True,False,1.0,1.0,6,3,204,45.307448000130535,0.003078999725403264,1,0,0,0,239,0.0
q05,agentic,completed,0.925,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,243,48.36927300038951,0.0034330005291849375,1,0,0,0,259,0.0
q06,agentic,completed,0.9615384615384616,1.0,1.0,0.5,0.8333333333333334,0.5,True,True,0.0,1.0,6,3,188,44.872378000036406,0.0033330006772303022,1,0,0,0,228,0.0
q07,agentic,completed,0.9591836734693877,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,6,3,210,45.41035600050236,0.0030720002541784197,1,0,0,0,242,0.0
q08,agentic,completed,0.8333333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,180,45.934761999887996,0.0032280004234053195,1,0,0,0,211,0.0
q09,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,168,47.62315999960265,0.0030960000003688037,1,0,0,0,211,0.0
q10,agentic,completed,0.7916666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,2,206,48.31866699987586,0.0032950001696008258,1,0,0,0,247,0.0
q11,agentic,completed,0.8627450980392157,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,216,48.82211099993583,0.0037299996620276943,1,0,0,0,233,0.0
q12,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,174,44.2161090004447,0.0034029999369522557,1,0,0,0,201,0.0
q13,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,241,45.44376900048519,0.0032970001484500244,1,0,0,0,249,0.0
q14,agentic,completed,0.65625,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,6,3,183,44.390293000105885,0.0034300001061637886,1,0,0,0,223,0.0
q15,agentic,completed,0.6153846153846154,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,200,43.87110900006519,0.0028909998945891857,1,0,0,0,225,0.0
q16,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,10,9,204,88.09204099998169,0.00978900061454624,3,2,0,0.0,240,0.0
q17,agentic,completed,0.9655172413793104,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,174,51.84483999983058,0.003228999958082568,1,0,0,0,221,0.0
q18,agentic,completed,0.9743589743589743,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,233,48.106367000400496,0.0037399995562736876,1,0,0,0,255,0.0
q19,agentic,completed,0.851063829787234,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,180,46.722787999897264,0.0031700001272838563,1,0,0,0,205,0.0
q20,agentic,completed,0.8620689655172413,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,223,46.05586000070616,0.003483000000414904,1,0,0,0,245,0.0
q21,agentic,completed,0.9629629629629629,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,191,44.865447000120184,0.0031609997677151114,1,0,0,0,222,0.0
q22,agentic,completed,0.9117647058823529,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,210,46.24152300038986,0.0032759999157860875,1,0,0,0,252,0.0
q23,agentic,completed,0.0,0.0,0.0,0.0,0.0,0.0,True,True,0.0,1.0,10,9,3,65.11585999942326,0.009796000085771084,3,2,0,-6.938893903907228e-18,0,0.0
q24,agentic,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,210,46.69182500038005,0.003395000021555461,1,0,0,0,242,0.0
q25,agentic,completed,0.9333333333333333,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,10,6,179,77.49362300000939,0.009620999662729446,3,2,0,1.3877787807814457e-17,231,0.0
q26,agentic,completed,0.6285714285714286,1.0,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,True,False,1.0,1.0,6,2,203,46.02800799966644,0.0029449993235175498,1,0,0,0,245,0.0
q27,agentic,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,223,48.43098499986809,0.0035570001273299567,1,0,0,0,260,0.0
q28,agentic,completed,0.9090909090909091,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,222,46.23658800028352,0.003231999471609015,1,0,0,0,265,0.0
q29,agentic,completed,0.9523809523809523,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,199,47.374089999721036,0.003017999915755354,1,0,0,0,244,0.0
q30,agentic,completed,0.7142857142857143,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,211,46.36187899996003,0.0032569996619713493,1,0,0,0,254,0.0
q31,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,210,45.24520599989046,0.003137999556201976,1,0,0,0,242,0.0
q32,agentic,completed,0.7368421052631579,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,258,45.30231900025683,0.0033659998734947294,1,0,0,0,285,0.0
q33,agentic,completed,0.9655172413793104,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,209,45.03372999988642,0.002936999408120755,1,0,0,0,235,0.0
q34,agentic,completed,0.64,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,221,45.12412699932611,0.003150999873469118,1,0,0,0,252,0.0
q35,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,183,44.57021300004271,0.0033999995139311068,1,0,0,0,208,0.0
q36,agentic,completed,0.9642857142857143,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,10,9,212,84.32230800008256,0.00966099923971342,3,2,0,0.0,253,0.0
q37,agentic,completed,0.75,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,6,3,232,50.443556999198336,0.003237999408156611,1,0,0,0,246,0.0
q38,agentic,completed,0.5833333333333334,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,237,46.4639290003106,0.003522000042721629,1,0,0,0,274,0.0
q39,agentic,completed,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,244,46.53074699945137,0.0033139995139208622,1,0,0,0,280,0.0
q40,agentic,completed,0.8529411764705882,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,10,9,239,84.5678030000272,0.009945999408955686,3,2,0,0.0,250,0.0
q41,agentic,completed,0.6904761904761905,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,3,236,48.05347099954815,0.0032629995985189453,1,0,0,0,256,0.0
q42,agentic,completed,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,6,2,226,43.609804999505286,0.0030410001272684895,1,0,0,0,265,0.0
q43,agentic,completed,0.9285714285714286,1.0,1.0,1.0,0.8333333333333334,1.0,True,False,1.0,1.0,10,9,229,85.74667399989266,0.010423999810882378,3,2,0,0.0,258,0.0
q44,agentic,completed,0.5384615384615384,1.0,1.0,1.0,0.8333333333333334,1.0,True,True,0.0,1.0,6,3,214,46.5701920002175,0.003071999344683718,1,0,0,0,232,0.0
